taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2434333	Lycalopex gymnocercus (G.Fischer, 1814)	2434333	Lycalopex gymnocercus (G.Fischer, 1814)	1968	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Canidae	9701	Lycalopex	2434325	Lycalopex gymnocercus	2434333	LC
8722552	Callospermophilus lateralis connectens (A.H.Howell, 1931)	8722552	Callospermophilus lateralis connectens (A.H.Howell, 1931)	29	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Callospermophilus	4827935	Callospermophilus lateralis	7593288	
4215552	Achillea millefolium var. megacephala (Raup) B.Boivin	4215552	Achillea millefolium var. megacephala (Raup) B.Boivin	3	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Achillea	3119995	Achillea millefolium	3120060	
7872219	Rubus parviflorus Kük.	7872219	Rubus parviflorus Kük.	41215	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Rubus	2988638	Rubus parviflorus	7872219	
3172492	Tecoma stans (L.) Juss. ex Kunth	3172492	Tecoma stans (L.) Juss. ex Kunth	10430	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Bignoniaceae	6655	Tecoma	3172488	Tecoma stans	3172492	LC
9927378	Cyana malayensis (Hampson, 1914)	9927378	Cyana malayensis (Hampson, 1914)	88	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Cyana	4708592	Cyana malayensis	9927378	
8288790	Cornus nuttallii Audubon ex Torr. & A.Gray	8288790	Cornus nuttallii Audubon ex Torr. & A.Gray	6199	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cornales	949	Cornaceae	6713	Cornus	3082226	Cornus nuttallii	8288790	LC
7207511	Danaus affinis affinis	7207511	Danaus affinis affinis	63	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Danaus	5133087	Danaus affinis	6100725	
6236226	Papilio protenor euprotenor Fruhstorfer, 1908	1938052	Papilio protenor Cramer, 1775	15	SUBSPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Papilionidae	9417	Papilio	10175914	Papilio protenor	1938052	
7068169	Medicago sativa subsp. sativa Linnaeus, 1753	7068169	Medicago sativa subsp. sativa Linnaeus, 1753	100	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Medicago	2965200	Medicago sativa	9151957	
4266897	Saimiri boliviensis boliviensis (I.Geoffroy Saint-Hilaire & de Blainville, 1834)	4266897	Saimiri boliviensis boliviensis (I.Geoffroy Saint-Hilaire & de Blainville, 1834)	46	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cebidae	9621	Saimiri	2436659	Saimiri boliviensis	2436663	
6314218	Allium cernuum var. neomexicanum (Rydb.) J.F.Macbr.	2856745	Allium cernuum Roth	6	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Allium	9624496	Allium cernuum	2856745	
5372519	Salix barrattiana Hook.	5372519	Salix barrattiana Hook.	294	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Salicaceae	6664	Salix	3039576	Salix barrattiana	5372519	
10933846	Bombus terrestris sassaricus Tournier, 1890	10933846	Bombus terrestris sassaricus Tournier, 1890	116	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Apidae	4334	Bombus	1340278	Bombus terrestris	1340503	
7228120	Maianthemum racemosum subsp. racemosum	7228120	Maianthemum racemosum subsp. racemosum	681	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Maianthemum	9608430	Maianthemum racemosum	2769457	
3039274	Elaeagnus commutata Bernh. ex Rydb.	3039274	Elaeagnus commutata Bernh. ex Rydb.	5877	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Elaeagnaceae	2408	Elaeagnus	3039266	Elaeagnus commutata	3039274	LC
6116699	Erebus macrops (Linnaeus, 1768)	6116699	Erebus macrops (Linnaeus, 1768)	828	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Erebus	1766547	Erebus macrops	6116699	
6427731	Oenothera cespitosa subsp. marginata (Nutt. ex Hook. & Arn.) Munz	6427731	Oenothera cespitosa subsp. marginata (Nutt. ex Hook. & Arn.) Munz	335	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Onagraceae	2430	Oenothera	3188799	Oenothera cespitosa	3188809	
5246344	Microporus xanthopus (Fr.) Kuntze	5246344	Microporus xanthopus (Fr.) Kuntze	2654	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Microporus	2519065	Microporus xanthopus	5246344	
2873745	Scindapsus pictus Hassk.	2873745	Scindapsus pictus Hassk.	243	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Scindapsus	2873692	Scindapsus pictus	2873745	
6175153	Agelaius phoeniceus grinnelli A.B.Howell, 1917	6175153	Agelaius phoeniceus grinnelli A.B.Howell, 1917	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Agelaius	2484444	Agelaius phoeniceus	9409198	
7206618	Haetera piera piera	7206618	Haetera piera piera	5	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Haetera	1916665	Haetera piera	5136372	
3172494	Tecoma stans var. angustatum Rehder	3172492	Tecoma stans (L.) Juss. ex Kunth	300	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Bignoniaceae	6655	Tecoma	3172488	Tecoma stans	3172492	
8282919	Artocarpus mariannensis Trécul	2984573	Artocarpus altilis (Parkinson) Fosberg	17	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Moraceae	6640	Artocarpus	2984563	Artocarpus altilis	2984573	
11601568	Euploea algea menetriesii C.Felder & R.Felder, 1860	11601568	Euploea algea menetriesii C.Felder & R.Felder, 1860	12	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Euploea	1916794	Euploea algea	5136790	
3040232	Populus deltoides W.Bartram ex Marshall	3040232	Populus deltoides W.Bartram ex Marshall	25320	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Salicaceae	6664	Populus	3040183	Populus deltoides	3040232	LC
5734882	Trabala vishnou guttata Matsumura, 1909	5734882	Trabala vishnou guttata Matsumura, 1909	683	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Lasiocampidae	3530	Trabala	1732089	Trabala vishnou	1732115	
2797046	Platanthera dilatata var. albiflora (Cham.) Ledeb.	2797046	Platanthera dilatata var. albiflora (Cham.) Ledeb.	160	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Platanthera	2797839	Platanthera dilatata	2797036	
2472164	Ameiva ameiva (Linnaeus, 1758)	2472164	Ameiva ameiva (Linnaeus, 1758)	3956	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Teiidae	5019	Ameiva	2472026	Ameiva ameiva	2472164	LC
2982188	Calliandra surinamensis Benth.	2982188	Calliandra surinamensis Benth.	377	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Calliandra	2981784	Calliandra surinamensis	2982188	LC
6175149	Agelaius phoeniceus littoralis A.H.Howell & Van Rossem, 1928	6175149	Agelaius phoeniceus littoralis A.H.Howell & Van Rossem, 1928	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Agelaius	2484444	Agelaius phoeniceus	9409198	
7192704	Enicognathus ferrugineus ferrugineus (Statius Muller, 1776)	7192704	Enicognathus ferrugineus ferrugineus (Statius Muller, 1776)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Enicognathus	2479586	Enicognathus ferrugineus	5229094	
7439694	Dischidia nummularia R.Br.	7439694	Dischidia nummularia R.Br.	312	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Dischidia	7150312	Dischidia nummularia	7439694	
5709360	Antennaria rosea subsp. rosea	5709360	Antennaria rosea subsp. rosea	33	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Antennaria	3087998	Antennaria rosea	5385499	
2231202	Thereuopoda longicornis Fabricius, 1793	2231202	Thereuopoda longicornis Fabricius, 1793	137	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Chilopoda	360	Scutigeromorpha	1025	Scutigeridae	8268	Thereuopoda	2231195	Thereuopoda longicornis	2231202	
8034551	Castilleja rhexifolia Rydb.	8034551	Castilleja rhexifolia Rydb.	2335	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Orobanchaceae	6651	Castilleja	3170565	Castilleja rhexifolia	8034551	
1894012	Faunis eumeus Drury, 1770	1894012	Faunis eumeus Drury, 1770	1542	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Faunis	1893971	Faunis eumeus	1894012	
6106197	Asota heliconia zebrina (Butler, 1877)	6106197	Asota heliconia zebrina (Butler, 1877)	378	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Asota	8970409	Asota heliconia	1774598	
6428353	Chamaenerion angustifolium (L.) Scop.	6428353	Chamaenerion angustifolium (L.) Scop.	105948	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Onagraceae	2430	Chamaenerion	8406741	Chamaenerion angustifolium	6428353	
5587240	Silene vulgaris subsp. vulgaris	5587240	Silene vulgaris subsp. vulgaris	368	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Silene	3085897	Silene vulgaris	9172281	
7222025	Lonicera involucrata var. involucrata	7222025	Lonicera involucrata var. involucrata	174	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Dipsacales	946	Caprifoliaceae	6710	Lonicera	2888645	Lonicera involucrata	5334253	
2988751	Rubus radicans Cav.	2988751	Rubus radicans Cav.	48	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Rubus	2988638	Rubus radicans	2988751	
5128504	Eunica sydonia Godart, 1823	5128504	Eunica sydonia Godart, 1823	42	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Eunica	1896175	Eunica sydonia	5128504	
6175165	Agelaius phoeniceus arthuralleni Dickerman, 1974	6175165	Agelaius phoeniceus arthuralleni Dickerman, 1974	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Agelaius	2484444	Agelaius phoeniceus	9409198	
2440974	Odocoileus hemionus (Rafinesque, 1817)	2440974	Odocoileus hemionus (Rafinesque, 1817)	65980	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Odocoileus	2440964	Odocoileus hemionus	2440974	LC
3034826	Heracleum maximum W.Bartram	3034826	Heracleum maximum W.Bartram	36412	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Apiaceae	6720	Heracleum	3034824	Heracleum maximum	3034826	LC
2816456	Spathoglottis plicata Blume	2816456	Spathoglottis plicata Blume	3332	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Spathoglottis	2816401	Spathoglottis plicata	2816456	
7226038	Viola sororia var. sororia	5331238	Viola sororia Willd.	118	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Violaceae	6631	Viola	2874237	Viola sororia	5331238	
9231953	Medicago sativa subsp. glomerata (Balb.) Rouy	9231953	Medicago sativa subsp. glomerata (Balb.) Rouy	6	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Medicago	2965200	Medicago sativa	9151957	
11041294	Diploderma swinhonis (Günther, 1864)	11041294	Diploderma swinhonis (Günther, 1864)	6331	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Agamidae	9199	Diploderma	2466604	Diploderma swinhonis	11041294	LC
12157075	Azurina cyanea (Poey, 1860)	5212147	Chromis cyanea (Poey, 1860)	1240	SPECIES	SYNONYM	Animalia	1	Chordata	44			Perciformes	587	Pomacentridae	4499	Chromis	5962165	Chromis cyanea	5212147	
7266821	Populus nigra subsp. nigra	7266821	Populus nigra subsp. nigra	34	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Salicaceae	6664	Populus	3040183	Populus nigra	3040227	
2762685	Musa acuminata var. sumatrana (Becc.) Nasution	2762685	Musa acuminata var. sumatrana (Becc.) Nasution	2	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Musaceae	4686	Musa	2760990	Musa acuminata	2762680	
6220971	Rhetus dysonii psecas Saunders, 1849	6220971	Rhetus dysonii psecas Saunders, 1849	16	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Riodinidae	1933999	Rhetus	1936370	Rhetus dysonii	1936391	
8863104	Callospermophilus lateralis cinerascens (Merriam, 1890)	8863104	Callospermophilus lateralis cinerascens (Merriam, 1890)	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Callospermophilus	4827935	Callospermophilus lateralis	7593288	
10770117	Creatonotos transiens vacillans (Walker, 1855)	1814928	Creatonotos transiens (Walker, 1855)	139	SUBSPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Creatonotos	1814885	Creatonotos transiens	1814928	
11929551	Lampropelma carpenteri (Smith & Jacobi, 2015)	11929551	Lampropelma carpenteri (Smith & Jacobi, 2015)	79	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theraphosidae	5650	Lampropelma	2154325	Lampropelma carpenteri	11929551	
7848132	Malus toringo (Siebold) de Vriese	7848132	Malus toringo (Siebold) de Vriese	422	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Malus	3001068	Malus toringo	7848132	DD
3974754	Vachellia karroo (Hayne) Banfi & Galasso	3974754	Vachellia karroo (Hayne) Banfi & Galasso	13892	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Vachellia	8142432	Vachellia karroo	3974754	LC
5587246	Silene vulgaris subsp. tenoreana (Colla) Soldano & F.Conti	7423636	Silene vulgaris subsp. macrocarpa Turrill	6	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Silene	3085897	Silene vulgaris	9172281	
6375228	Anemone multifida var. saxicola B.Boivin	6375228	Anemone multifida var. saxicola B.Boivin	10	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Anemone	3016227	Anemone multifida	3033252	
8494509	Elachistocleis muiraquitan Nunes-de-Almeida & Toledo, 2012	8494509	Elachistocleis muiraquitan Nunes-de-Almeida & Toledo, 2012	79	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Microhylidae	6741	Elachistocleis	2421943	Elachistocleis muiraquitan	8494509	LC
3859524	Melastoma malabathricum var. mariannum (Naudin) Fosberg & Sachet	3859524	Melastoma malabathricum var. mariannum (Naudin) Fosberg & Sachet	2	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Melastoma	3188510	Melastoma malabathricum	3188511	
9106655	Callospermophilus lateralis tescorum (Hollister, 1911)	9106655	Callospermophilus lateralis tescorum (Hollister, 1911)	19	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Callospermophilus	4827935	Callospermophilus lateralis	7593288	
2762680	Musa acuminata Colla	2762680	Musa acuminata Colla	1794	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Musaceae	4686	Musa	2760990	Musa acuminata	2762680	LC
6132139	Morphosphaera chrysomeloides (Bates, 1866)	6132139	Morphosphaera chrysomeloides (Bates, 1866)	836	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Chrysomelidae	7780	Morphosphaera	4732200	Morphosphaera chrysomeloides	6132139	
5571621	Ficus villosa Blume	5571621	Ficus villosa Blume	178	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Moraceae	6640	Ficus	2984588	Ficus villosa	5571621	
7722243	Abscondita anceyi (E.Olivier, 1883)	7722243	Abscondita anceyi (E.Olivier, 1883)	64	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Lampyridae	4737	Abscondita	7415588	Abscondita anceyi	7722243	
11691269	Danaus affinis malayana (Fruhstorfer, 1899)	11691269	Danaus affinis malayana (Fruhstorfer, 1899)	18	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Danaus	5133087	Danaus affinis	6100725	
2892466	Mussaenda philippica A.Rich.	2892466	Mussaenda philippica A.Rich.	1047	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Mussaenda	2892394	Mussaenda philippica	2892466	LC
5616260	Caltha fistulosa Schipcz.	7520196	Caltha palustris var. barthei Hance	33	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Caltha	3033282	Caltha palustris	5371685	
5636673	Lomatia ferruginea (Cav.) R.Br.	5636673	Lomatia ferruginea (Cav.) R.Br.	546	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Proteales	400	Proteaceae	2414	Lomatia	3232530	Lomatia ferruginea	5636673	LC
2832768	Cyrtochilum aureum (Lindl.) Senghas	2832768	Cyrtochilum aureum (Lindl.) Senghas	221	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Cyrtochilum	2832647	Cyrtochilum aureum	2832768	
8035320	Encelia canescens Lam.	8035320	Encelia canescens Lam.	593	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Encelia	3118743	Encelia canescens	8035320	
2856745	Allium cernuum Roth	2856745	Allium cernuum Roth	8680	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Allium	9624496	Allium cernuum	2856745	
3739725	Pedicularis racemosa var. alba (Pennell) Cronquist	6440295	Pedicularis racemosa subsp. alba Pennell	130	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Orobanchaceae	6651	Pedicularis	3171670	Pedicularis racemosa	7400180	
7328641	Rhododendron kaempferi var. kaempferi	7328641	Rhododendron kaempferi var. kaempferi	38	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Rhododendron	2883026	Rhododendron kaempferi	7135965	
1957413	Eumelea rosalia (Stoll, 1781)	1957413	Eumelea rosalia (Stoll, 1781)	333	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Eumelea	1957367	Eumelea rosalia	1957413	
1909019	Diaethria clymena (Cramer, 1775)	1909019	Diaethria clymena (Cramer, 1775)	1301	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Diaethria	1908980	Diaethria clymena	1909019	
5137406	Bia rebeli Bryk, 1953	6222148	Bia actorion rebeli Bryk, 1953	18	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Bia	1918933	Bia actorion	5137408	
5701986	Antennaria rosea subsp. confinis (Greene) R.J.Bayer	5701986	Antennaria rosea subsp. confinis (Greene) R.J.Bayer	29	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Antennaria	3087998	Antennaria rosea	5385499	
6133948	Euploea tulliolus pollita Erichson, 1834	6133948	Euploea tulliolus pollita Erichson, 1834	6	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Euploea	1916794	Euploea tulliolus	5136939	
11413170	Dione vanillae vanillae	11413170	Dione vanillae vanillae	9	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Dione	1897643	Dione vanillae	11701883	
8684056	Davallia denticulata (Burm.fil.) Mett.	8684056	Davallia denticulata (Burm.fil.) Mett.	131	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Davalliaceae	3229325	Davallia	7148551	Davallia denticulata	8684056	
3941202	Rafflesia keithii Meijer	3941202	Rafflesia keithii Meijer	252	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Rafflesiaceae	2413	Rafflesia	8124408	Rafflesia keithii	3941202	
5095987	Conocephalus nigropleurum (Bruner, 1891)	5095987	Conocephalus nigropleurum (Bruner, 1891)	295	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Orthoptera	1458	Tettigoniidae	3991	Conocephalus	1682933	Conocephalus nigropleurum	5095987	
4262329	Odocoileus hemionus sitkensis Merriam, 1898	4262329	Odocoileus hemionus sitkensis Merriam, 1898	980	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Odocoileus	2440964	Odocoileus hemionus	2440974	
3033252	Anemone multifida Poir.	3033252	Anemone multifida Poir.	5774	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Anemone	3016227	Anemone multifida	3033252	
7190516	Sceloporus occidentalis occidentalis Baird & Girard, 1852	7190516	Sceloporus occidentalis occidentalis Baird & Girard, 1852	2237	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Phrynosomatidae	5016	Sceloporus	2451143	Sceloporus occidentalis	2451234	
2762689	Musa acuminata var. flava (Ridl.) Nasution	2762687	Musa acuminata subsp. malaccensis (Ridl.) N.W.Simmonds	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Musaceae	4686	Musa	2760990	Musa acuminata	2762680	
5664497	Viola sororia f. priceana (Pollard) Cooperr.	5331238	Viola sororia Willd.	3273	FORM	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Violaceae	6631	Viola	2874237	Viola sororia	5331238	
8383191	Vaccinium scoparium Leiberg	8383191	Vaccinium scoparium Leiberg	3040	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Vaccinium	2882813	Vaccinium scoparium	8383191	
1898357	Pierella lamia Sulzer, 1776	1898374	Pierella rhea Fabricius, 1775	378	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Pierella	1898343	Pierella rhea	1898374	
